"Sample","Time","Line","Titre","Replicate","TCID","IU_mL","MNE","SE_MNE","SE_Percent","Fly_Line","Initial_V","IU_fly","log_IU_fly","log_MNE","Wolbacia_batch","Wolbachia_sample_order","Repeat","Progress_manual","Check_Angelique","...21","...22","...23","Sample_file","WOL_MNE","WOL_SE_MNE","WOL_SE_Percent","Take_off_rpl","Amplification_rpl","Second_Der_Max_rpl","Rep_Take_off_rpl","Std_dev_rpl","Tech_Rep_rpl","Take_off_WOL","Amplification_WOL","Second_Der_Max_WOL","Rep_Take_off_WOL","Std_dev_WOL","Tech_Rep_WOL","Filter_Reason","Quality_Control"
53,82,"Wol",50,2,"NA","NA",0.005595269,"6.4999999999999997E-4","11.64","Wol",50,NA,NA,-2.2521790293488,7,"79","TCID NON-DETECT","Incomplete",NA,NA,NA,NA,"53_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",1.8946302225,"0.1844","9.73",24.9,1.63,29.6,25,0.1,1,18.5,1.78,22.9,18.7,0.2,1,NA,"PASS"
53,82,"Wol",50,2,"NA","NA",0.005595269,"6.4999999999999997E-4","11.64","Wol",50,NA,NA,-2.2521790293488,7,"79","TCID NON-DETECT","Incomplete",NA,NA,NA,NA,"53_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",1.8946302225,"0.1844","9.73",25,1.71,29.6,25,0.1,2,18.8,1.83,23.3,18.7,0.2,2,NA,"PASS"
30,34,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,7,"80","NON-DETECT","Incomplete",NA,NA,"#.1","New Fly for this sample","30_data/raw/2309018_MA_Wolbachia_Density_Batch_repeat_1_b1p31T.csv",2.8665892891,"0.11453","4",23.2,1.63,27.9,23.3,0.1,1,16.7,1.77,20.8,16.7,0.1,1,NA,"PASS"
30,34,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,7,"80","NON-DETECT","Incomplete",NA,NA,"#.1","New Fly for this sample","30_data/raw/2309018_MA_Wolbachia_Density_Batch_repeat_1_b1p31T.csv",2.8665892891,"0.11453","4",23.3,1.7,27.6,23.3,0.1,2,16.6,1.73,20.8,16.7,0.1,2,NA,"PASS"
28,34,"Wol",50,1,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,7,"81","NON-DETECT","Incomplete","New fly",NA,NA,NA,"28_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.0869084532,"0.25014","11.99",23.6,1.68,28.6,23.8,0.2,1,17.7,1.75,21.8,17.6,0.2,1,NA,"PASS"
28,34,"Wol",50,1,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,7,"81","NON-DETECT","Incomplete","New fly",NA,NA,NA,"28_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.0869084532,"0.25014","11.99",23.9,1.77,28.6,23.8,0.2,2,17.4,1.66,21.9,17.6,0.2,2,NA,"PASS"
24,24,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"82","NON-DETECT","Incomplete","New fly",NA,NA,NA,"24_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",5.1629360978,"0.324","6.28",22.6,1.69,27.3,22.6,0,1,15.3,1.77,19.6,15.2,0.1,1,NA,"PASS"
24,24,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"82","NON-DETECT","Incomplete","New fly",NA,NA,NA,"24_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",5.1629360978,"0.324","6.28",22.6,1.63,27.1,22.6,0,2,15.1,1.68,19.6,15.2,0.1,2,NA,"PASS"
23,24,"Wol",50,2,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"83","NON-DETECT","Incomplete","New fly",NA,NA,NA,"23_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.3422945558,"0.13721","5.86",21.8,1.66,26.3,21.7,0.1,1,15.8,1.73,20.1,15.8,0.1,1,NA,"PASS"
23,24,"Wol",50,2,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"83","NON-DETECT","Incomplete","New fly",NA,NA,NA,"23_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.3422945558,"0.13721","5.86",21.6,1.72,26.3,21.7,0.1,2,15.7,1.8,20.1,15.8,0.1,2,NA,"PASS"
47,72,"Wol",50,2,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"84","NON-DETECT","Incomplete","New fly",NA,NA,NA,"47_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",4.356985867,"0.35102","8.06",24.2,1.65,28.8,24.4,0.2,1,16.8,1.76,21.1,16.9,0.1,1,NA,"PASS"
47,72,"Wol",50,2,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"84","NON-DETECT","Incomplete","New fly",NA,NA,NA,"47_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",4.356985867,"0.35102","8.06",24.5,1.61,29.1,24.4,0.2,2,16.9,1.71,21.1,16.9,0.1,2,NA,"PASS"
70,120,"Wol",50,1,"NA","NA",0.000946678,"1.1E-4","11.9","Wol",50,NA,NA,-3.02379771540361,8,"85","TCID NON-DETECT","Incomplete","New fly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,178,"Wol",50,2,"NA","NA",21.93149597,"1.9906699999999999","9.08","Wol",50,NA,NA,1.34106825636323,8,"86","CHECKED","Incomplete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,240,"Wol",50,2,"NA","NA",0.004015236,"7.2999999999999996E-4","18.149999999999999","Wol",50,NA,NA,-2.39628892348976,8,"87","TCID NON-DETECT","Incomplete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,360,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"88","NON-DETECT","Incomplete","New fly",NA,NA,NA,"156_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.9769299846,"0.23788","7.99",25.9,1.72,30.4,25.8,0.1,1,18.5,1.75,22.8,18.6,0.1,1,NA,"PASS"
156,360,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"88","NON-DETECT","Incomplete","New fly",NA,NA,NA,"156_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.9769299846,"0.23788","7.99",25.7,1.76,30.1,25.8,0.1,2,18.7,1.71,23.3,18.6,0.1,2,NA,"PASS"
159,384,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"89","NON-DETECT","Incomplete","New fly",NA,NA,NA,"159_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.4053611645,"0.07547","3.14",21.5,1.55,26.1,21.5,0,1,15.5,1.75,19.9,15.6,0.1,1,NA,"PASS"
159,384,"Wol",50,3,"NA","NA",NA,"NA","NA","Wol",50,NA,NA,NA,8,"89","NON-DETECT","Incomplete","New fly",NA,NA,NA,"159_data/raw/2309011_MA_Wolbachia_Density_Batch7_8_b1p30T.csv",2.4053611645,"0.07547","3.14",21.5,1.63,26.1,21.5,0,2,15.6,1.76,20.1,15.6,0.1,2,NA,"PASS"
